label	text
NOT	@USER @USER HE IS BEST OF THE BEST :smiling face with heart-eyes::smiling face with heart-eyes:
NOT	#WhatILearnedToday liberals can’t win without lying
NOT	@USER Fast and Furious Holder lol
OFF	@USER Getting scared ugly man?
NOT	@USER is one of the only shows that are a Progressive that I can stand to watch He dislikes the right and left evenly and you know who he is right from the start If you ve never seen his show check it out on YouTube Insightful :red heart::United States: #MAGA
NOT	@USER He is NOT Supreme Court worthy
NOT	@USER God I hope not URL
NOT	@USER @USER @USER Yes he is
OFF	@USER @USER @USER @USER @USER Bitch URL
OFF	amp; terroism  amp; starvation  amp; Flint  amp; poverty  amp; climate change  amp; global warming  amp; sex trafficking  amp; bullying  amp; body shaming  amp; police brutality  amp; feminism  amp; gun control  amp; marches  amp; protests
NOT	I can t prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎 ¬@USER bashing PM @USER can t help but think they re also egging the former to continue the bashing to boost their fortune s) vainly URL
NOT	@USER 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age
NOT	@USER @USER @USER Liberals can’t meme They have no sense of humor or knowledge of meme-ing philosophy
NOT	@USER @USER any she is stunning
OFF	@USER yea your the bitch on the right getting smacked URL
NOT	@USER Why the focus on the Proud Boys? I know you re not a real journalist Kelly but why not focus on the ones doing all of the violence? #ANTIFA If you want a story; focus on why journalists leftist activists) are constantly ignoring Antifa s attacks on people
OFF	@USER Hahaha BIG thighs is not going to make it
NOT	@USER @USER @USER @USER It’s called educating liberals
OFF	#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER #BrettKavanaugh had this to say about Bill Clinton during Whitewater: It s imperative to make his pattern of revolting behavior clear -- piece by painful piece Indeed URL
OFF	#MAGA people are very low IQ GDP Growth means LITERALLY NOTHING In no way does this translate to higher income for white familes or individuals All that billions goes to companies or government And what jobs did he create? Labour which pays less than living wage lmao? URL
NOT	@USER @USER IF YOU WONNA GET PAID Pick up the energy people Scream and shout like you’re at the #Kavanaugh hearing URL
OFF	@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious
OFF	A bitch built like that could beat my ass all she wants URL
NOT	@USER @USER @USER @USER @USER @USER @USER @USER Trash
OFF	@USER @USER Very pathetic man
NOT	@USER @USER @USER She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism :grinning face::grinning face::grinning face::grinning face:
NOT	@USER Shouldve played saint marie instead of london docks Saint was ass for me :OK hand:
NOT	@USER Thank goodness he is not MN passive aggressive Love it
NOT	@USER @USER We can empty all our prisons also and just say they broke no laws Liberal logic
NOT	@USER @USER She is an angel Much love to her
NOT	@USER @USER For what? Why are you asking for his arrest? Liberals being butthurt for 19 months is not an impeachable offense
NOT	@USER @USER The tolerant Left
OFF	@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives
OFF	@USER @USER Thats correct #MAGA
NOT	@USER @USER @USER @USER Show me a single case where antifa have actually murdered someone Because the far right murdered someone at Charlottesville :person shrugging: Hypocrisy works both ways
NOT	@USER If bobby is fit thats exactly what i would say but not sure if he is or not
NOT	@USER The only white people that thank Jesus are Republicans  amp; ex-crackheads - so say America-hating liberals about Christians Many ex-Dems thank Jesus too-  amp; many former Emmys watchers We thank Jesus DAILY for our country our @USER  amp; the ability to TURN YOU OFF @USER
NOT	@USER Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters? How many TD receptions skip have this year?
OFF	@USER @USER @USER This leftist is what is wrong in liberal colleges More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts @USER @USER @USER
NOT	@USER @USER @USER @USER She is just feeling his touch first time:smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes:
OFF	@USER @USER @USER @USER This is great Mark The Great One Levin and Candace The Great Owens together This team is unbeatable They just sent liberals into a frenzy again A whole block of liberal voters just had their heads explode And sadly Alyssa Milano just wet her pants again Great team
OFF	@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL
NOT	@USER @USER @USER You are grossly misinterpreting who is against this People across all parties condemn this action Look no further than Bill Davis and Brian Mulroney to see that even conservatives think this is a horrible decision
OFF	@USER @USER @USER @USER I wasn t proposing scare tactics I really meant what I said Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics Think about it
OFF	@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office #LibFAIL URL
NOT	@USER Notice how everyone avoids this tweet :index pointing up::index pointing up: They might think you are referring to them :face with tears of joy::face with tears of joy: But not me comrade I stalk everyone :love-you gesture::love-you gesture:
OFF	@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free ’ It reveals a pretty brutalist and impenetrable mind
OFF	@USER What the fuck game are you watching?
NOT	@USER He is all grown up:loudly crying face::loudly crying face::loudly crying face:
NOT	#Health  amp; #Nature under threat from #UK #US @USER URL
NOT	@USER @USER Why didn t Kavanaugh need terms? Guilty people: those are the ones that need terms Let me clue you in: they re worried that she is going to make a terrible impression and will not be believable They re trying to manage that concern
NOT	@USER @USER @USER don’t perpetuate colonialism If you are going to talk about #puertorico you must have Puerto Ricans in the panel Jeezuz fucking christ How difficult can that be? #diásporaenresistencia URL
NOT	An Anonymous message to #Antifa #Q #QAnon #TheGreatAwakening #CommieClowns #ResistanceRises #Resistance URL
NOT	@USER Antifa has no place in society
NOT	@USER @USER has two votes in our home West Texas is stoked about him He is inspiring He can do this
OFF	@USER Why? Why are liberals so trashy?
NOT	@USER Grape
NOT	@USER HELLO SOMEBODY NEED HYUKJAE NOW SHE IS IN DANGER BY WATCHING YOUR FANCAMS
NOT	@USER He never did show much intelligence
OFF	@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please
OFF	@USER If you go by anything other than he or she you are fucked in the head
NOT	@USER Are you sure she was t just thinking about herself
NOT	@USER URL It s a guy Guy looks like a Sheila #QANON #MAGA #GREATAWAKENING -Crocodile Dundee URL
NOT	@USER @USER @USER Here s the problem if you go back to Fast and Furious you have proof that the ATF was looking to influence gun control in the US It may be preposterous that the government would fake Sandy Hook isn t facilitating a drug war somewhat similar?
OFF	@USER All you need to know is he is empty inside
NOT	@USER Oh dear I’m so sorry you are having migraine I have them as well Sending up prayers for you :red heart::smiling face with smiling eyes::rose:
NOT	@USER My sister by far She is the kindest sweetest person alive Use to be my grandma but she passed in May That woman was a saint Even had a song written about her My mom s a saint Written by her children of course URL
OFF	@USER The Liberals are mentally unstable
OFF	@USER @USER Who authorized a search warrant of mr Jean home? Racist what about her drug test This is premediated murder He will not be slandered He is the victim
NOT	@USER What would this line putz know about what conservatives think?
NOT	@USER Dude Why r u trolling Ash rock z? :beaming face with smiling eyes: He is our guy Just in a hurry to see bjp govt in state
NOT	@USER @USER She’s said before that she will always be praying for him even tho she can’t do anything I’m sure she is heart broken as well at the events
NOT	@USER @USER @USER Which one is it? Is there an active threat that you could be shot that is driving the need for gun control? Or is the idea that the threat exists hypothetical so I have an excuse to carry a big scary gun?
